awardID,yearID,lgID_mvp,playerID,pointsWon,pointsMax,votesFirst,lgID_batting,teamID,nameFirst,nameLast,nameGiven,retroID,bbrefID
MVP,1952,NL,slaugen01,92,336,0,NL,SLN,Enos,Slaughter,Enos Bradsher,slaue101,slaugen01
MVP,1952,NL,snidedu01,29,336,1,NL,BRO,Duke,Snider,Edwin Donald,snidd101,snidedu01
MVP,1952,NL,spahnwa01,8,336,0,NL,BSN,Warren,Spahn,Warren Edward,spahw101,spahnwa01
MVP,1952,NL,thomsbo01,17,336,0,NL,NY1,Bobby,Thomson,Robert Brown,thomb105,thomsbo01
MVP,1952,NL,wilheho01,133,336,0,NL,NY1,Hoyt,Wilhelm,James Hoyt,wilhh101,wilheho01
MVP,1952,NL,yuhased01,5,336,0,NL,SLN,Eddie,Yuhas,John Edward,yuhae101,yuhased01
MVP,1953,AL,bauerha01,37,336,0,AL,NYA,Hank,Bauer,Henry Albert,baueh101,bauerha01
MVP,1953,AL,berrayo01,167,336,0,AL,NYA,Yogi,Berra,Lawrence Peter,berry101,berrayo01
MVP,1953,AL,boonera01,59,336,0,AL,---,Ray,Boone,Raymond Otis,boonr101,boonera01
MVP,1953,AL,carrach01,1,336,0,AL,CHA,Chico,Carrasquel,Alfonso,carrc105,carrach01
MVP,1953,AL,fordwh01,8,336,0,AL,NYA,Whitey,Ford,Edward Charles,fordw101,fordwh01
MVP,1953,AL,goodmbi01,5,336,0,AL,BOS,Billy,Goodman,William Dale,goodb101,goodmbi01
MVP,1953,AL,kellge01,1,336,0,AL,BOS,George,Kell,George Clyde,kellg102,kellge01
MVP,1953,AL,kindeel01,41,336,0,AL,BOS,Ellis,Kinder,Ellis Raymond,kinde101,kindeel01
MVP,1953,AL,kuennha01,23,336,0,AL,DET,Harvey,Kuenn,Harvey Edward,kuenh101,kuennha01
MVP,1953,AL,lemonbo01,22,336,0,AL,CLE,Bob,Lemon,Robert Granville,lemob101,lemonbo01
MVP,1953,AL,lopated01,18,336,0,AL,NYA,Ed,Lopat,Edmund Walter,lopae101,lopated01
MVP,1953,AL,mantlmi01,4,336,0,AL,NYA,Mickey,Mantle,Mickey Charles,mantm101,mantlmi01
MVP,1953,AL,martibi02,2,336,0,AL,NYA,Billy,Martin,Alfred Manuel,martb105,martibi02
MVP,1953,AL,minosmi01,100,336,0,AL,CHA,Minnie,Minoso,Saturnino Orestes Armas,minom101,minosmi01
MVP,1953,AL,parneme01,27,336,0,AL,BOS,Mel,Parnell,Melvin Lloyd,parnm101,parneme01
MVP,1953,AL,phillda01,11,336,0,AL,PHA,Dave,Philley,David Earl,phild102,phillda01
MVP,1953,AL,piercbi02,55,336,0,AL,CHA,Billy,Pierce,Walter William,pierb101,piercbi02
MVP,1953,AL,piersji01,56,336,0,AL,BOS,Jim,Piersall,James Anthony,pierj102,piersji01
MVP,1953,AL,portebo01,64,336,0,AL,WS1,Bob,Porterfield,Erwin Cooledge,portb102,portebo01
MVP,1953,AL,reynoal01,37,336,0,AL,NYA,Allie,Reynolds,Allie Pierce,reyna102,reynoal01
MVP,1953,AL,rizzuph01,76,336,0,AL,NYA,Phil,Rizzuto,Philip Francis,rizzp101,rizzuph01
MVP,1953,AL,rosenal01,336,336,24,AL,CLE,Al,Rosen,Albert Leonard,rosea101,rosenal01
MVP,1953,AL,truckvi01,81,336,0,AL,---,Virgil,Trucks,Virgil Oliver,trucv101,truckvi01
MVP,1953,AL,vernomi01,162,336,0,AL,WS1,Mickey,Vernon,James Barton,vernm101,vernomi01
MVP,1953,AL,willite01,1,336,0,AL,BOS,Ted,Williams,Theodore Samuel,willt103,willite01
MVP,1953,AL,woodlge01,3,336,0,AL,NYA,Gene,Woodling,Eugene Richard,woodg101,woodlge01
MVP,1953,AL,yosted01,3,336,0,AL,WS1,Eddie,Yost,Edward Frederick,yoste101,yosted01
MVP,1953,AL,zernigu01,16,336,0,AL,PHA,Gus,Zernial,Gus Edward,zerng101,zernigu01
MVP,1953,NL,ashburi01,5,336,0,NL,PHI,Richie,Ashburn,Don Richard,ashbr101,ashburi01
MVP,1953,NL,bellgu01,3,336,0,NL,CIN,Gus,Bell,David Russell,bellg103,bellgu01
MVP,1953,NL,camparo01,297,336,17,NL,BRO,Roy,Campanella,Roy,campr102,camparo01
MVP,1953,NL,crandde01,1,336,0,NL,ML1,Del,Crandall,Delmar Wesley,crand102,crandde01
MVP,1953,NL,ennisde01,14,336,0,NL,PHI,Del,Ennis,Delmer,ennid101,ennisde01
MVP,1953,NL,erskica01,54,336,0,NL,BRO,Carl,Erskine,Carl Daniel,erskc101,erskica01
MVP,1953,NL,furilca01,54,336,0,NL,BRO,Carl,Furillo,Carl Anthony,furic101,furilca01
MVP,1953,NL,gomezru01,2,336,0,NL,NY1,Ruben,Gomez,Ruben,gomer101,gomezru01
MVP,1953,NL,haddiha01,9,336,0,NL,SLN,Harvey,Haddix,Harvey,haddh101,haddiha01
MVP,1953,NL,hamnegr01,2,336,0,NL,PHI,Granny,Hamner,Granville Wilbur,hamng102,hamnegr01
MVP,1953,NL,hodgegi01,13,336,0,NL,BRO,Gil,Hodges,Gilbert Raymond,hodgg101,hodgegi01
MVP,1953,NL,irvinmo01,11,336,0,NL,NY1,Monte,Irvin,Monford Merrill,irvim101,irvinmo01
MVP,1953,NL,kluszte01,69,336,0,NL,CIN,Ted,Kluszewski,Theodore Bernard,klust101,kluszte01
MVP,1953,NL,loganjo01,3,336,0,NL,ML1,Johnny,Logan,John,logaj101,loganjo01
MVP,1953,NL,matheed01,216,336,3,NL,ML1,Eddie,Mathews,Edwin Lee,mathe101,matheed01
MVP,1953,NL,musiast01,62,336,0,NL,SLN,Stan,Musial,Stanley Frank,musis101,musiast01
MVP,1953,NL,oconnda02,10,336,0,NL,PIT,Danny,O'Connell,Daniel Francis,ocond101,o'conda02
MVP,1953,NL,reesepe01,27,336,0,NL,BRO,Pee Wee,Reese,Harold Henry,reesp101,reesepe01
MVP,1953,NL,roberro01,106,336,1,NL,PHI,Robin,Roberts,Robin Evan,rober102,roberro01
MVP,1953,NL,robinja02,19,336,0,NL,BRO,Jackie,Robinson,Jack Roosevelt,robij103,robinja02
MVP,1953,NL,schoere01,155,336,2,NL,SLN,Red,Schoendienst,Albert Fred,schor101,schoere01
MVP,1953,NL,snidedu01,157,336,1,NL,BRO,Duke,Snider,Edwin Donald,snidd101,snidedu01
MVP,1953,NL,spahnwa01,120,336,0,NL,ML1,Warren,Spahn,Warren Edward,spahw101,spahnwa01
MVP,1953,NL,thomafr03,6,336,0,NL,PIT,Frank,Thomas,Frank Joseph,thomf103,thomafr03
MVP,1953,NL,thompha02,1,336,0,NL,NY1,Hank,Thompson,Henry Curtis,thomh103,thompha02
MVP,1954,AL,abramca01,1,336,0,AL,---,Cal,Abrams,Calvin Ross,abrac101,abramca01
MVP,1954,AL,avilabo01,203,336,5,AL,CLE,Bobby,Avila,Roberto Francisco,avilb101,avilabo01
MVP,1954,AL,bauerha01,4,336,0,AL,NYA,Hank,Bauer,Henry Albert,baueh101,bauerha01
MVP,1954,AL,berrayo01,230,336,7,AL,NYA,Yogi,Berra,Lawrence Peter,berry101,berrayo01
MVP,1954,AL,boonera01,1,336,0,AL,DET,Ray,Boone,Raymond Otis,boonr101,boonera01
MVP,1954,AL,busbyji01,7,336,0,AL,WS1,Jim,Busby,James Franklin,busbj101,busbyji01
MVP,1954,AL,colemjo04,6,336,0,AL,BAL,Joe,Coleman,Joseph Patrick,colej101,colemjo04
MVP,1954,AL,dobyla01,210,336,5,AL,CLE,Larry,Doby,Lawrence Eugene,dobyl101,dobyla01
MVP,1954,AL,finigji01,19,336,0,AL,PHA,Jim,Finigan,James Leroy,finij101,finigji01
MVP,1954,AL,foxne01,30,336,0,AL,CHA,Nellie,Fox,Jacob Nelson,fox-n101,foxne01
MVP,1954,AL,garcimi01,6,336,0,AL,CLE,Mike,Garcia,Edward Miguel,garcm101,garcimi01
MVP,1954,AL,goodmbi01,6,336,0,AL,BOS,Billy,Goodman,William Dale,goodb101,goodmbi01
MVP,1954,AL,grimbo01,25,336,0,AL,NYA,Bob,Grim,Robert Anton,grimb102,grimbo01
MVP,1954,AL,gromest01,1,336,0,AL,DET,Steve,Gromek,Stephen Joseph,groms101,gromest01
MVP,1954,AL,heganji01,5,336,0,AL,CLE,Jim,Hegan,James Edward,hegaj101,heganji01
MVP,1954,AL,jenseja01,17,336,0,AL,BOS,Jackie,Jensen,Jack Eugene,jensj101,jenseja01
MVP,1954,AL,kalinal01,4,336,0,AL,DET,Al,Kaline,Albert William,kalia101,kalinal01
MVP,1954,AL,kuennha01,37,336,0,AL,DET,Harvey,Kuenn,Harvey Edward,kuenh101,kuennha01
MVP,1954,AL,lemonbo01,179,336,5,AL,CLE,Bob,Lemon,Robert Granville,lemob101,lemonbo01
MVP,1954,AL,mantlmi01,16,336,0,AL,NYA,Mickey,Mantle,Mickey Charles,mantm101,mantlmi01
MVP,1954,AL,minosmi01,186,336,2,AL,CHA,Minnie,Minoso,Saturnino Orestes Armas,minom101,minosmi01
MVP,1954,AL,norenir01,16,336,0,AL,NYA,Irv,Noren,Irving Arnold,norei101,norenir01
MVP,1954,AL,rosenal01,16,336,0,AL,CLE,Al,Rosen,Albert Leonard,rosea101,rosenal01
MVP,1954,AL,sievero01,1,336,0,AL,WS1,Roy,Sievers,Roy Edward,sievr101,sievero01
MVP,1954,AL,truckvi01,19,336,0,AL,CHA,Virgil,Trucks,Virgil Oliver,trucv101,truckvi01
MVP,1954,AL,turlebo01,4,336,0,AL,BAL,Bob,Turley,Robert Lee,turlb101,turlebo01
MVP,1954,AL,vernomi01,30,336,0,AL,WS1,Mickey,Vernon,James Barton,vernm101,vernomi01
MVP,1954,AL,willite01,65,336,0,AL,BOS,Ted,Williams,Theodore Samuel,willt103,willite01
MVP,1954,AL,wynnea01,72,336,0,AL,CLE,Early,Wynn,Early,wynne101,wynnea01
MVP,1954,NL,adcocjo01,60,336,0,NL,ML1,Joe,Adcock,Joseph Wilbur,adcoj101,adcocjo01
MVP,1954,NL,antonjo02,154,336,0,NL,NY1,Johnny,Antonelli,John August,antoj103,antonjo02
MVP,1954,NL,ashburi01,5,336,0,NL,PHI,Richie,Ashburn,Don Richard,ashbr101,ashburi01
MVP,1954,NL,bankser01,14,336,0,NL,CHN,Ernie,Banks,Ernest,banke101,bankser01
MVP,1954,NL,conlege01,3,336,0,NL,ML1,Gene,Conley,Donald Eugene,conlg101,conlege01
MVP,1954,NL,crandde01,13,336,0,NL,ML1,Del,Crandall,Delmar Wesley,crand102,crandde01
MVP,1954,NL,darkal01,110,336,1,NL,NY1,Alvin,Dark,Alvin Ralph,darka101,darkal01
MVP,1954,NL,grissma01,2,336,0,NL,NY1,Marv,Grissom,Marvin Edward,grism101,grissma01
MVP,1954,NL,hamnegr01,5,336,0,NL,PHI,Granny,Hamner,Granville Wilbur,hamng102,hamnegr01
MVP,1954,NL,hodgegi01,40,336,0,NL,BRO,Gil,Hodges,Gilbert Raymond,hodgg101,hodgegi01
MVP,1954,NL,kluszte01,217,336,7,NL,CIN,Ted,Kluszewski,Theodore Bernard,klust101,kluszte01
MVP,1954,NL,loganjo01,9,336,0,NL,ML1,Johnny,Logan,John,logaj101,loganjo01
MVP,1954,NL,maglisa01,4,336,0,NL,NY1,Sal,Maglie,Salvatore Anthony,magls101,maglisa01
MVP,1954,NL,matheed01,5,336,0,NL,ML1,Eddie,Mathews,Edwin Lee,mathe101,matheed01
MVP,1954,NL,mayswi01,283,336,16,NL,NY1,Willie,Mays,Willie Howard,maysw101,mayswi01
MVP,1954,NL,mcmilro01,2,336,0,NL,CIN,Roy,McMillan,Roy David,mcmir101,mcmilro01
MVP,1954,NL,muelldo01,30,336,0,NL,NY1,Don,Mueller,Donald Frederick,mueld101,muelldo01
MVP,1954,NL,musiast01,97,336,0,NL,SLN,Stan,Musial,Stanley Frank,musis101,musiast01
MVP,1954,NL,reesepe01,53,336,0,NL,BRO,Pee Wee,Reese,Harold Henry,reesp101,reesepe01
MVP,1954,NL,rhodedu01,1,336,0,NL,NY1,Dusty,Rhodes,James Lamar,rhodd101,rhodedu01
MVP,1954,NL,roberro01,70,336,0,NL,PHI,Robin,Roberts,Robin Evan,rober102,roberro01
MVP,1954,NL,sauerha01,1,336,0,NL,CHN,Hank,Sauer,Henry John,saueh101,sauerha01
MVP,1954,NL,schoere01,24,336,0,NL,SLN,Red,Schoendienst,Albert Fred,schor101,schoere01
MVP,1954,NL,snidedu01,135,336,0,NL,BRO,Duke,Snider,Edwin Donald,snidd101,snidedu01
MVP,1954,NL,spahnwa01,38,336,0,NL,ML1,Warren,Spahn,Warren Edward,spahw101,spahnwa01
MVP,1954,NL,thomafr03,24,336,0,NL,PIT,Frank,Thomas,Frank Joseph,thomf103,thomafr03
MVP,1954,NL,wilheho01,17,336,0,NL,NY1,Hoyt,Wilhelm,James Hoyt,wilhh101,wilheho01
MVP,1955,AL,bauerha01,64,336,1,AL,NYA,Hank,Bauer,Henry Albert,baueh101,bauerha01
MVP,1955,AL,berrayo01,218,336,7,AL,NYA,Yogi,Berra,Lawrence Peter,berry101,berrayo01
MVP,1955,AL,boonera01,16,336,0,AL,DET,Ray,Boone,Raymond Otis,boonr101,boonera01
MVP,1955,AL,byrneto01,24,336,0,AL,NYA,Tommy,Byrne,Thomas Joseph,byrnt101,byrneto01
MVP,1955,AL,fordwh01,21,336,0,AL,NYA,Whitey,Ford,Edward Charles,fordw101,fordwh01
MVP,1955,AL,foxne01,84,336,0,AL,CHA,Nellie,Fox,Jacob Nelson,fox-n101,foxne01
MVP,1955,AL,hoeftbi01,1,336,0,AL,DET,Billy,Hoeft,William Frederick,hoefb101,hoeftbi01
MVP,1955,AL,jenseja01,39,336,0,AL,BOS,Jackie,Jensen,Jack Eugene,jensj101,jenseja01
MVP,1955,AL,kalinal01,201,336,4,AL,DET,Al,Kaline,Albert William,kalia101,kalinal01
MVP,1955,AL,klausbi01,27,336,0,AL,BOS,Billy,Klaus,William Joseph,klaub101,klausbi01
MVP,1955,AL,kuennha01,8,336,0,AL,DET,Harvey,Kuenn,Harvey Edward,kuenh101,kuennha01
MVP,1955,AL,lollash01,37,336,0,AL,CHA,Sherm,Lollar,John Sherman,lolls101,lollash01
MVP,1955,AL,mantlmi01,113,336,0,AL,NYA,Mickey,Mantle,Mickey Charles,mantm101,mantlmi01
MVP,1955,AL,mcdougi01,34,336,2,AL,NYA,Gil,McDougald,Gilbert James,mcdog101,mcdougi01
MVP,1955,AL,mossido01,1,336,0,AL,CLE,Don,Mossi,Donald Louis,mossd101,mossido01
MVP,1955,AL,narlera01,90,336,1,AL,CLE,Ray,Narleski,Raymond Edmond,narlr101,narlera01
MVP,1955,AL,phillda01,6,336,0,AL,---,Dave,Philley,David Earl,phild102,phillda01
MVP,1955,AL,piercbi02,8,336,0,AL,CHA,Billy,Pierce,Walter William,pierb101,piercbi02
MVP,1955,AL,powervi01,53,336,1,AL,KC1,Vic,Power,Victor Pellot,powev101,powervi01
MVP,1955,AL,sievero01,9,336,0,AL,WS1,Roy,Sievers,Roy Edward,sievr101,sievero01
MVP,1955,AL,smithal04,200,336,7,AL,CLE,Al,Smith,Alphonse Eugene,smita102,smithal04
MVP,1955,AL,sullifr01,1,336,0,AL,BOS,Frank,Sullivan,Franklin Leal,sullf101,sullifr01
MVP,1955,AL,triangu01,1,336,0,AL,BAL,Gus,Triandos,Gus,triag101,triangu01
MVP,1955,AL,valdijo01,1,336,0,AL,WS1,Jose,Valdivielso,Jose Lopez,valdj102,valdijo01
MVP,1955,AL,valoel01,5,336,0,AL,KC1,Elmer,Valo,Elmer William,valoe101,valoel01
MVP,1955,AL,vernomi01,4,336,0,AL,WS1,Mickey,Vernon,James Barton,vernm101,vernomi01
MVP,1955,AL,whitesa02,1,336,0,AL,BOS,Sammy,White,Sammy Charles,whits103,whitesa02
MVP,1955,AL,willite01,143,336,1,AL,BOS,Ted,Williams,Theodore Samuel,willt103,willite01
MVP,1955,AL,wynnea01,6,336,0,AL,CLE,Early,Wynn,Early,wynne101,wynnea01
MVP,1955,NL,aaronha01,36,336,0,NL,ML1,Hank,Aaron,Henry Louis,aaroh101,aaronha01
MVP,1955,NL,ashburi01,17,336,0,NL,PHI,Richie,Ashburn,Don Richard,ashbr101,ashburi01
MVP,1955,NL,bakerge02,2,336,0,NL,CHN,Gene,Baker,Eugene Walter,bakeg101,bakerge02
MVP,1955,NL,bankser01,195,336,6,NL,CHN,Ernie,Banks,Ernest,banke101,bankser01
MVP,1955,NL,camparo01,226,336,8,NL,BRO,Roy,Campanella,Roy,campr102,camparo01
MVP,1955,NL,crandde01,8,336,0,NL,ML1,Del,Crandall,Delmar Wesley,crand102,crandde01
MVP,1955,NL,ennisde01,21,336,0,NL,PHI,Del,Ennis,Delmer,ennid101,ennisde01
MVP,1955,NL,frienbo01,10,336,0,NL,PIT,Bob,Friend,Robert Bartmess,frieb102,frienbo01
MVP,1955,NL,furilca01,2,336,0,NL,BRO,Carl,Furillo,Carl Anthony,furic101,furilca01
MVP,1955,NL,kluszte01,111,336,0,NL,CIN,Ted,Kluszewski,Theodore Bernard,klust101,kluszte01
MVP,1955,NL,labincl01,11,336,0,NL,BRO,Clem,Labine,Clement Walter,labic101,labincl01
MVP,1955,NL,lawve01,1,336,0,NL,PIT,Vern,Law,Vernon Sanders,law-v101,lawve01
MVP,1955,NL,loganjo01,24,336,0,NL,ML1,Johnny,Logan,John,logaj101,loganjo01
MVP,1955,NL,longda02,3,336,0,NL,PIT,Dale,Long,Richard Dale,longd101,longda02
MVP,1955,NL,matheed01,6,336,0,NL,ML1,Eddie,Mathews,Edwin Lee,mathe101,matheed01
MVP,1955,NL,mayswi01,165,336,0,NL,NY1,Willie,Mays,Willie Howard,maysw101,mayswi01
MVP,1955,NL,meyerja01,3,336,0,NL,PHI,Jack,Meyer,John Robert,meyej101,meyerja01
MVP,1955,NL,musiast01,46,336,0,NL,SLN,Stan,Musial,Stanley Frank,musis101,musiast01
MVP,1955,NL,newcodo01,89,336,0,NL,BRO,Don,Newcombe,Donald,newcd101,newcodo01
MVP,1955,NL,postwa01,23,336,0,NL,CIN,Wally,Post,Walter Charles,postw101,postwa01
MVP,1955,NL,reesepe01,36,336,1,NL,BRO,Pee Wee,Reese,Harold Henry,reesp101,reesepe01
MVP,1955,NL,roberro01,159,336,1,NL,PHI,Robin,Roberts,Robin Evan,rober102,roberro01
MVP,1955,NL,snidedu01,221,336,8,NL,BRO,Duke,Snider,Edwin Donald,snidd101,snidedu01
MVP,1955,NL,thomafr03,1,336,0,NL,PIT,Frank,Thomas,Frank Joseph,thomf103,thomafr03
MVP,1956,AL,aparilu01,7,336,0,AL,CHA,Luis,Aparicio,Luis Ernesto,aparl101,aparilu01
MVP,1956,AL,bauerha01,8,336,0,AL,NYA,Hank,Bauer,Henry Albert,baueh101,bauerha01
MVP,1956,AL,berrayo01,186,336,0,AL,NYA,Yogi,Berra,Lawrence Peter,berry101,berrayo01
MVP,1956,AL,bollifr01,3,336,0,AL,DET,Frank,Bolling,Frank Elmore,bollf101,bollifr01
MVP,1956,AL,breweto01,11,336,0,AL,BOS,Tom,Brewer,Thomas Austin,brewt101,breweto01
MVP,1956,AL,fordwh01,33,336,0,AL,NYA,Whitey,Ford,Edward Charles,fordw101,fordwh01
MVP,1956,AL,foxne01,28,336,0,AL,CHA,Nellie,Fox,Jacob Nelson,fox-n101,foxne01
MVP,1956,AL,jenseja01,15,336,0,AL,BOS,Jackie,Jensen,Jack Eugene,jensj101,jenseja01
MVP,1956,AL,kalinal01,142,336,0,AL,DET,Al,Kaline,Albert William,kalia101,kalinal01
MVP,1956,AL,kucksjo01,2,336,0,AL,NYA,Johnny,Kucks,John Charles,kuckj101,kucksjo01
MVP,1956,AL,kuennha01,80,336,0,AL,DET,Harvey,Kuenn,Harvey Edward,kuenh101,kuennha01
MVP,1956,AL,laryfr01,24,336,0,AL,DET,Frank,Lary,Frank Strong,laryf101,laryfr01
MVP,1956,AL,lemonbo01,40,336,0,AL,CLE,Bob,Lemon,Robert Granville,lemob101,lemonbo01
MVP,1956,AL,lollash01,27,336,0,AL,CHA,Sherm,Lollar,John Sherman,lolls101,lollash01
MVP,1956,AL,mantlmi01,336,336,24,AL,NYA,Mickey,Mantle,Mickey Charles,mantm101,mantlmi01
MVP,1956,AL,maxwech01,8,336,0,AL,DET,Charlie,Maxwell,Charles Richard,maxwc101,maxwech01
MVP,1956,AL,mcdougi01,55,336,0,AL,NYA,Gil,McDougald,Gilbert James,mcdog101,mcdougi01
MVP,1956,AL,minosmi01,3,336,0,AL,CHA,Minnie,Minoso,Saturnino Orestes Armas,minom101,minosmi01
MVP,1956,AL,niemabo01,55,336,0,AL,---,Bob,Nieman,Robert Charles,niemb101,niemabo01
MVP,1956,AL,piercbi02,75,336,0,AL,CHA,Billy,Pierce,Walter William,pierb101,piercbi02
MVP,1956,AL,piersji01,28,336,0,AL,BOS,Jim,Piersall,James Anthony,pierj102,piersji01
MVP,1956,AL,powervi01,3,336,0,AL,KC1,Vic,Power,Victor Pellot,powev101,powervi01
MVP,1956,AL,runnepe01,24,336,0,AL,WS1,Pete,Runnels,James Edward,runnp101,runnepe01
MVP,1956,AL,scorehe01,18,336,0,AL,CLE,Herb,Score,Herbert Jude,scorh101,scorehe01
MVP,1956,AL,sievero01,1,336,0,AL,WS1,Roy,Sievers,Roy Edward,sievr101,sievero01
MVP,1956,AL,simpsha01,37,336,0,AL,KC1,Harry,Simpson,Harry Leon,simph101,simpsha01
MVP,1956,AL,triangu01,6,336,0,AL,BAL,Gus,Triandos,Gus,triag101,triangu01
MVP,1956,AL,vernomi01,14,336,0,AL,BOS,Mickey,Vernon,James Barton,vernm101,vernomi01
MVP,1956,AL,wertzvi01,45,336,0,AL,CLE,Vic,Wertz,Victor Woodrow,wertv101,wertzvi01
MVP,1956,AL,willite01,70,336,0,AL,BOS,Ted,Williams,Theodore Samuel,willt103,willite01
MVP,1956,AL,wynnea01,32,336,0,AL,CLE,Early,Wynn,Early,wynne101,wynnea01
MVP,1956,NL,aaronha01,146,336,0,NL,ML1,Hank,Aaron,Henry Louis,aaroh101,aaronha01
MVP,1956,NL,adcocjo01,54,336,0,NL,ML1,Joe,Adcock,Joseph Wilbur,adcoj101,adcocjo01
MVP,1956,NL,antonjo02,18,336,0,NL,NY1,Johnny,Antonelli,John August,antoj103,antonjo02
MVP,1956,NL,ashburi01,1,336,0,NL,PHI,Richie,Ashburn,Don Richard,ashbr101,ashburi01
MVP,1956,NL,baileed01,13,336,0,NL,CIN,Ed,Bailey,Lonas Edgar,baile101,baileed01
MVP,1956,NL,bankser01,2,336,0,NL,CHN,Ernie,Banks,Ernest,banke101,bankser01
MVP,1956,NL,boyerke01,2,336,0,NL,SLN,Ken,Boyer,Kenton Lloyd,boyek101,boyerke01
MVP,1956,NL,buhlbo01,7,336,0,NL,ML1,Bob,Buhl,Robert Ray,buhlb101,buhlbo01
MVP,1956,NL,burdele01,8,336,0,NL,ML1,Lew,Burdette,Selva Lewis,burdl101,burdele01
MVP,1956,NL,freemhe01,25,336,0,NL,CIN,Hersh,Freeman,Hershell Baskin,freeh101,freemhe01
MVP,1956,NL,frienbo01,38,336,0,NL,PIT,Bob,Friend,Robert Bartmess,frieb102,frienbo01
MVP,1956,NL,furilca01,9,336,0,NL,BRO,Carl,Furillo,Carl Anthony,furic101,furilca01
MVP,1956,NL,gilliji01,103,336,4,NL,BRO,Jim,Gilliam,James William,gillj102,gilliji01
MVP,1956,NL,kluszte01,18,336,0,NL,CIN,Ted,Kluszewski,Theodore Bernard,klust101,kluszte01
MVP,1956,NL,labincl01,1,336,0,NL,BRO,Clem,Labine,Clement Walter,labic101,labincl01
MVP,1956,NL,lawrebr01,6,336,0,NL,CIN,Brooks,Lawrence,Brooks Ulysses,lawrb103,lawrebr01
MVP,1956,NL,loganjo01,1,336,0,NL,ML1,Johnny,Logan,John,logaj101,loganjo01
MVP,1956,NL,longda02,4,336,0,NL,PIT,Dale,Long,Richard Dale,longd101,longda02
MVP,1956,NL,lopatst01,11,336,0,NL,PHI,Stan,Lopata,Stanley Edward,lopas101,lopatst01
MVP,1956,NL,maglisa01,183,336,4,NL,---,Sal,Maglie,Salvatore Anthony,magls101,maglisa01
MVP,1956,NL,mayswi01,14,336,0,NL,NY1,Willie,Mays,Willie Howard,maysw101,mayswi01
MVP,1956,NL,mcmilro01,96,336,3,NL,CIN,Roy,McMillan,Roy David,mcmir101,mcmilro01
MVP,1956,NL,moonwa01,3,336,0,NL,SLN,Wally,Moon,Wallace Wade,moonw101,moonwa01
MVP,1956,NL,musiast01,62,336,0,NL,SLN,Stan,Musial,Stanley Frank,musis101,musiast01
MVP,1956,NL,newcodo01,223,336,8,NL,BRO,Don,Newcombe,Donald,newcd101,newcodo01
MVP,1956,NL,reesepe01,71,336,3,NL,BRO,Pee Wee,Reese,Harold Henry,reesp101,reesepe01
MVP,1956,NL,roberro01,7,336,0,NL,PHI,Robin,Roberts,Robin Evan,rober102,roberro01
MVP,1956,NL,robinfr02,79,336,0,NL,CIN,Frank,Robinson,Frank,robif103,robinfr02
MVP,1956,NL,robinja02,17,336,0,NL,BRO,Jackie,Robinson,Jack Roosevelt,robij103,robinja02
MVP,1956,NL,snidedu01,55,336,1,NL,BRO,Duke,Snider,Edwin Donald,snidd101,snidedu01
MVP,1956,NL,spahnwa01,126,336,1,NL,ML1,Warren,Spahn,Warren Edward,spahw101,spahnwa01
MVP,1956,NL,virdobi01,13,336,0,NL,---,Bill,Virdon,William Charles,virdb101,virdobi01
MVP,1957,AL,berrayo01,18,336,0,AL,NYA,Yogi,Berra,Lawrence Peter,berry101,berrayo01
MVP,1957,AL,boydbo01,9,336,0,AL,BAL,Bob,Boyd,Robert Richard,boydb102,boydbo01
MVP,1957,AL,bunniji01,46,336,0,AL,DET,Jim,Bunning,James Paul David,bunnj101,bunniji01
MVP,1957,AL,donovdi01,19,336,0,AL,CHA,Dick,Donovan,Richard Edward,donod101,donovdi01
MVP,1957,AL,fordwh01,4,336,0,AL,NYA,Whitey,Ford,Edward Charles,fordw101,fordwh01
MVP,1957,AL,foxne01,193,336,5,AL,CHA,Nellie,Fox,Jacob Nelson,fox-n101,foxne01
MVP,1957,AL,gardnbi02,22,336,0,AL,BAL,Billy,Gardner,William Frederick,gardb101,gardnbi02
MVP,1957,AL,grimbo01,9,336,0,AL,NYA,Bob,Grim,Robert Anton,grimb102,grimbo01
MVP,1957,AL,heldwo01,4,336,0,AL,---,Woodie,Held,Woodson George,heldw101,heldwo01
MVP,1957,AL,kalinal01,40,336,0,AL,DET,Al,Kaline,Albert William,kalia101,kalinal01
MVP,1957,AL,kubekto01,1,336,0,AL,NYA,Tony,Kubek,Anthony Christopher,kubet101,kubekto01
MVP,1957,AL,kuennha01,2,336,0,AL,DET,Harvey,Kuenn,Harvey Edward,kuenh101,kuennha01
MVP,1957,AL,lollash01,2,336,0,AL,CHA,Sherm,Lollar,John Sherman,lolls101,lollash01
MVP,1957,AL,malzofr01,58,336,0,AL,BOS,Frank,Malzone,Frank James,malzf101,malzofr01
MVP,1957,AL,mantlmi01,233,336,6,AL,NYA,Mickey,Mantle,Mickey Charles,mantm101,mantlmi01
MVP,1957,AL,maxwech01,5,336,0,AL,DET,Charlie,Maxwell,Charles Richard,maxwc101,maxwech01
MVP,1957,AL,mcdougi01,165,336,4,AL,NYA,Gil,McDougald,Gilbert James,mcdog101,mcdougi01
MVP,1957,AL,minosmi01,55,336,0,AL,CHA,Minnie,Minoso,Saturnino Orestes Armas,minom101,minosmi01
MVP,1957,AL,piercbi02,35,336,0,AL,CHA,Billy,Pierce,Walter William,pierb101,piercbi02
